"","r1","r2","h","effect_5","effect_10","effect_15","effect_20"
"X.710","SE","TEN","14","0.289909876593787","0.439512436683115","0.514997826102981","0.552396844307908"
"X.711","SE","TEN","15","0.753440160082888","1.18333774265081","1.42211886516021","1.5517817772194"
"X.712","SE","TEN","16","3.31645200434564","5.61546053179956","7.16737076256497","8.188766803112"
"X.713","SE","TEN","17","12.8951137555866","24.3998628922382","34.5455984405","43.3870649898916"
"X.714","SE","TEN","18","9.89389166118444","19.7981272898269","29.6951404872009","39.5678278488725"
"X.715","SE","TEN","19","1.05360685256079","2.11416073348132","3.18163412093071","4.25599858554134"
"X.716","SE","TEN","20","0.0105629231193184","0.0211268341558338","0.0316917330978756","0.0422576199337846"
"X.717","SE","TEN","21","0",NA,NA,NA
"X.718","SE","TEN","22","0",NA,NA,NA
"X.719","SE","TEN","23","0",NA,NA,NA
"X.720","TEX","TEX","0","0",NA,NA,NA
"X.721","TEX","TEX","1","0",NA,NA,NA
"X.722","TEX","TEX","2","0",NA,NA,NA
"X.723","TEX","TEX","3","0",NA,NA,NA
"X.724","TEX","TEX","4","0",NA,NA,NA
"X.725","TEX","TEX","5","0",NA,NA,NA
"X.726","TEX","TEX","6","0",NA,NA,NA
"X.727","TEX","TEX","7","0",NA,NA,NA
"X.728","TEX","TEX","8","3.93392640948125","7.90144136181036","11.9025419103001","15.9372214609053"
"X.729","TEX","TEX","9","101.374425933758","203.572255896935","306.172846549432","408.695278884481"
"X.730","TEX","TEX","10","82.9520994434437","153.679713741303","214.526590460929","267.339039552704"
"X.731","TEX","TEX","11","61.7699253530242","114.569473739534","159.463803984578","196.901667420833"
"X.732","TEX","TEX","12","55.3046618397625","101.926103525378","140.360602729847","170.889568384502"
"X.733","TEX","TEX","13","50.9547403567019","93.0561084792542","126.632208539502","152.122821645245"
"X.734","TEX","TEX","14","51.3995634236674","93.9731895576509","128.055271211451","154.059709414821"
"X.735","TEX","TEX","15","50.9361878317852","93.0178219179462","126.572799968203","152.042025094541"
"X.736","TEX","TEX","16","54.394531063797","100.091119996854","137.532061091098","167.013450149059"
"X.737","TEX","TEX","17","70.9263422217472","131.590322138939","183.886393635526","228.932826369795"
"X.738","TEX","TEX","18","112.130882462592","210.580512501824","296.315534566547","370.754913906128"
"X.739","TEX","TEX","19","85.2591738873634","171.76982411218","259.363760107438","347.839704215077"
"X.740","TEX","TEX","20","7.48466320276347","15.0648485712267","22.7402856851147","30.5106770956911"
"X.741","TEX","TEX","21","0.012659201814543","0.0253189003252783","0.0379790955366711","0.0506397874530448"
"X.742","TEX","TEX","22","0",NA,NA,NA
"X.743","TEX","TEX","23","0",NA,NA,NA
"X.744","CENT","TEX","0","0",NA,NA,NA
"X.745","CENT","TEX","1","0",NA,NA,NA
"X.746","CENT","TEX","2","0",NA,NA,NA
"X.747","CENT","TEX","3","0",NA,NA,NA
"X.748","CENT","TEX","4","0",NA,NA,NA
"X.749","CENT","TEX","5","0",NA,NA,NA
"X.750","CENT","TEX","6","0",NA,NA,NA
"X.751","CENT","TEX","7","0",NA,NA,NA
"X.752","CENT","TEX","8","0",NA,NA,NA
"X.753","CENT","TEX","9","19.3713523725994","38.3226841771101","56.8119790602509","74.8018662376831"
"X.754","CENT","TEX","10","9.44042845027113","18.4121067063506","27.0989166830826","35.6024136341237"
"X.755","CENT","TEX","11","9.70262907239392","19.2027867488529","28.4573186403261","37.3467152937591"
"X.756","CENT","TEX","12","9.84002772865692","19.4546561605964","28.7485552298462","37.5622191096436"
"X.757","CENT","TEX","13","9.77099099572892","19.3317882982301","28.6128868103116","37.4739397180785"
"X.758","CENT","TEX","14","9.8742074263712","19.5126129592593","28.8072708505064","37.5898292075116"
"X.759","CENT","TEX","15","10.0032356246724","19.7107070144424","28.9669481133992","37.5740438266934"
"X.760","CENT","TEX","16","10.0324330432811","19.7496400750872","28.9852202737112","37.5355105397137"
"X.761","CENT","TEX","17","9.70262907239392","19.2027867488529","28.4573186403261","37.3467152937591"
"X.762","CENT","TEX","18","10.5357368417379","20.0348490513822","28.7798727557938","37.0002350239712"
"X.763","CENT","TEX","19","21.0547408610955","40.962391025854","59.7101756257656","77.2996689614485"
"X.764","CENT","TEX","20","4.74246735097561","9.51777801945457","14.3251000317497","19.1635836162409"
"X.765","CENT","TEX","21","0",NA,NA,NA
"X.766","CENT","TEX","22","0",NA,NA,NA
"X.767","CENT","TEX","23","0",NA,NA,NA
